Date,Payee,Address,Amount,Account,Month,Cleaned Vendor,Category,Type
07/10/2025,D8212 ISLAND SMART CONVENIEN SILVER SPRING MD 25 : Mobile Purchase Sign Based 07/07 08:46p #2969,,-49.13,Citi Checking 5060,2025-07,Island Smart Convenien Silver Spring,Other,Expense
07/11/2025,D8212 N & B COMPANY L WASHINGTON DCUS00 : Mobile Purchase PIN Based,,-15.16,Citi Checking 5060,2025-07,N & B Company L Washington Dcus00 : Mobile Purchase Pin Based,Other,Expense
07/11/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 07/09 03:02p #2969,,-20,Citi Checking 5060,2025-07,Apple Cash (Sent),Transfers,Expense
07/11/2025,BA ELECTRONIC PAYMENT,,2,Card ending 3928,2025-07,Bank of America (Payment),Debt Payments,Income
07/11/2025,Online  Xfer Transfer from SV x4317,,85,TD Bank 4317,2025-07,Internal Transfer,Transfers,Income
07/13/2025,DIRECTPAY MINIMUM PAYMENTSEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,,41,Discover ending 3139,2025-07,Directpay Minimum Paymentsee Details Of Your Next Directpay Below,Income,Income
07/14/2025,SUNY OSWEGO TUITFEES 806013290 : ACH Electronic Debit,,-85,Citi Checking 5060,2025-07,SUNY Oswego Dining,Food & Dining,Expense
07/14/2025,PAYPAL *SPOTIFY*P389552 888-221-1161 CA,,-12.71,Discover ending 3139,2025-07,Spotify,Subscriptions,Expense
07/14/2025,DISCOVER PAYMENTS : ACH Electronic Debit,,-41,Citi Checking 5060,2025-07,Discover (Payment),Debt Payments,Expense
07/14/2025,LATE FEE FOR PAYMENT DUE,,-40,Card ending 3928,2025-07,Late Fee For Payment Due,Other,Expense
07/14/2025,APPLE PAY STMT CRDT REDEMPTION,,4.13,Discover ending 3139,2025-07,Apple Cash (Received),Income,Income
07/14/2025,CHIPOTLE MEX GR ONLINE 303-595-4000 CAAPPLE PAY ENDING IN 6355,,-11.28,Discover ending 3139,2025-07,Chipotle,Food & Dining,Expense
07/14/2025,D8212 TST* JENI'S SPLENDID I ALEXANDRIA VA 25 : Mobile Purchase Sign Based 07/09 04:50p #2969,,-10.15,Citi Checking 5060,2025-07,Tst* Jeni'S Splendid I Alexandria,Other,Expense
07/15/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 07/11 11:01p #2969,,-20,Citi Checking 5060,2025-07,Apple Cash (Sent),Transfers,Expense
07/15/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 07/11 01:16p #2969,,-26,Citi Checking 5060,2025-07,Apple Cash (Sent),Transfers,Expense
07/15/2025,D8212 DAKOTA CONVENIENCE WASHINGTON DC 25 : Mobile Purchase Sign Based 07/11 09:47p #2969,,-2.64,Citi Checking 5060,2025-07,Dakota Convenience Washington,Other,Expense
07/15/2025,D8212 SHELL OIL12880905018 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/12 07:12p #2969,,-2.75,Citi Checking 5060,2025-07,Shell Oil12880905018 Washington,Other,Expense
07/15/2025,D8212 MCDONALD'S F695 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/13 10:12p #2969,,-5.93,Citi Checking 5060,2025-07,McDonald's,Food & Dining,Expense
07/15/2025,D8212 CHICK-FIL-A #04529 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/11 09:25p #2969,,-10.27,Citi Checking 5060,2025-07,Chick-fil-A,Food & Dining,Expense
07/15/2025,D8212 CHIPOTLE 0154 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/12 04:14p #2969,,-11.28,Citi Checking 5060,2025-07,Chipotle,Food & Dining,Expense
07/15/2025,INTEREST CHARGED ON PURCHASES,,-22.63,Card ending 3928,2025-07,Interest Charge,Bank Fees,Expense
07/15/2025,D8212 MCDONALD'S F695 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/13 08:58p #2969,,-2.08,Citi Checking 5060,2025-07,McDonald's,Food & Dining,Expense
07/16/2025,D8212 EXXON JEONG HO IM WASHINGTON DC 25 : Mobile Purchase Sign Based 07/14 01:02p #2969,,-11.89,Citi Checking 5060,2025-07,Exxon Jeong Ho Im Washington,Other,Expense
07/18/2025,TD ZELLE SENT 519900D009E3 Zelle MARTA MARTINEZ,,-25,TD Bank 4317,2025-07,Zelle (Sent),Transfers,Expense
07/18/2025,INTEREST CHARGE ON PURCHASES,,-20.36,Discover ending 3139,2025-07,Interest Charge,Bank Fees,Expense
07/18/2025,Zelle Debit PAY ID:CTIkB8qxuwad ORG ID:WFC NAME:ABRAHAM BERH,,-80,Citi Checking 5060,2025-07,Zelle (Sent),Transfers,Expense
07/18/2025,ONE KARE ENTERPR PAYROLL : ACH Electronic Credit,,769.37,Citi Checking 5060,2025-07,Payroll,Income,Income
07/22/2025,D8212 EXXON C J KURI INCORPO WASHINGTON DC 25 : Mobile Purchase Sign Based 07/18 06:02p #2969,,-7.14,Citi Checking 5060,2025-07,Exxon C J Kuri Incorpo Washington,Other,Expense
07/22/2025,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA 25202 : Mobile Purchase Sign Based 07/20 04:17p #2969,,-21.2,Citi Checking 5060,2025-07,Openai *Chatgpt Subscr San Francisco,Other,Expense
07/22/2025,D8212 EXXON JEONG HO IM WASHINGTON DC 25 : Mobile Purchase Sign Based 07/20 10:33a #2969,,-35.43,Citi Checking 5060,2025-07,Exxon Jeong Ho Im Washington,Other,Expense
07/23/2025,D8212 COSTCO WHSE #1124 WHEATON MDUS07 : Mobile Purchase PIN Based,,-10.58,Citi Checking 5060,2025-07,Costco Whse,Other,Expense
07/24/2025,D8212 POPEYES 2545 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/22 05:34p #2969,,-12.09,Citi Checking 5060,2025-07,Popeyes,Food & Dining,Expense
07/25/2025,D8212 7-ELEVEN Washington DCUS07 : Mobile Purchase PIN Based,,-3.24,Citi Checking 5060,2025-07,7-Eleven,Groceries,Expense
07/28/2025,D6763 Peacock X4398 Premium New York NY 25 : Mobile Purchase Sign Based 07/24 08:11a #2969,,-2.11,Citi Checking 5060,2025-07,D6763 Peacock X4398 Premium New York,Other,Expense
07/29/2025,LAZ PARKING M07274-FLA WASHINGTON DC 25207 : Debit Card Purchase 07/25 12:55p #2969,,-5,Citi Checking 5060,2025-07,Laz Parking M07274-Fla Washington,Other,Expense
07/29/2025,D8212 McDonalds 6449 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/26 11:46p #2969,,-5.71,Citi Checking 5060,2025-07,McDonald's,Food & Dining,Expense
07/29/2025,D8212 TIKTOK SHOP 8888888888 CA 25 : Mobile Purchase Sign Based 07/24 01:55p #2969,,-10.58,Citi Checking 5060,2025-07,Tiktok Shop,Other,Expense
07/29/2025,D8212 CHICK-FIL-A #04529 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/24 06:51a #2969,,-9.66,Citi Checking 5060,2025-07,Chick-fil-A,Food & Dining,Expense
07/29/2025,D8212 PANERA BREAD #601502 O 202-362-1514 DC 25 : Mobile Purchase Sign Based 07/26 05:30p #2969,,-16.04,Citi Checking 5060,2025-07,Panera Bread,Other,Expense
07/29/2025,PANERA BREAD #601502 K WASHINGTON DC 25207 : Debit Card Purchase 07/25 01:51p #2969,,-16.04,Citi Checking 5060,2025-07,Panera Bread,Other,Expense
07/29/2025,EXXON JEONG HO IM WASHINGTON DC 25209 : Debit Card Purchase 07/27 05:38p #2969,,-32.43,Citi Checking 5060,2025-07,Exxon Jeong Ho Im Washington,Other,Expense
07/29/2025,D8212 DOMINO'S 4331 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/25 07:56p #2969,,-10.99,Citi Checking 5060,2025-07,Domino's,Food & Dining,Expense
07/29/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 07/25 08:23p #2969,,-30,Citi Checking 5060,2025-07,Apple Cash (Sent),Transfers,Expense
07/30/2025,D8212 PANERA BREAD #601502 O 202-362-1514 DC 25 : Mobile Purchase Sign Based 07/26 06:04p #2969,,-9.89,Citi Checking 5060,2025-07,Panera Bread,Other,Expense
07/30/2025,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA 25210 : Mobile Purchase Sign Based 07/28 11:09p #2969,,-21.2,Citi Checking 5060,2025-07,Openai *Chatgpt Subscr San Francisco,Other,Expense
07/30/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 07/28 08:33p #2969,,-30,Citi Checking 5060,2025-07,Apple Cash (Sent),Transfers,Expense
07/31/2025,D8212 DOMINO'S 4331 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/29 08:38p #2969,,-14.28,Citi Checking 5060,2025-07,Domino's,Food & Dining,Expense
08/01/2025,ONE KARE ENTERPR PAYROLL : ACH Electronic Credit,,832.85,Citi Checking 5060,2025-08,Payroll,Income,Income
08/01/2025,MAYFAIT LIQUORS WASHINGTON DC 25212 : Debit Card Purchase 07/30 04:42p #2969,,-14.37,Citi Checking 5060,2025-08,Mayfait Liquors Washington,Other,Expense
08/01/2025,D8212 MCDONALD'S F695 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/30 08:58p #2969,,-1.64,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/01/2025,D8212 MCDONALD'S F695 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/30 08:31p #2969,,-12.62,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/04/2025,D8212 AUTOZONE 5234 955 LONGWASHINGTON DCUS07 : Mobile Purchase PIN Based,,-15.35,Citi Checking 5060,2025-08,AutoZone,Auto & Gas,Expense
08/05/2025,D8212 McDonalds 20863 WASHINGTON DC 25 : Mobile Purchase Sign Based 08/01 05:12p #2969,,-0.22,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/05/2025,D8212 McDonalds 20863 WASHINGTON DC 25 : Mobile Purchase Sign Based 08/01 04:51p #2969,,-4.94,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/05/2025,D8212 McDonalds 6449 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/31 04:16p #2969,,-11.1,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/06/2025,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2025-08,Transfer to Savings,Transfers,Expense
08/06/2025,EXXON C J KURI INCORPO WASHINGTON DC 25217 : Debit Card Purchase 08/04 07:40p #2969,,-6.35,Citi Checking 5060,2025-08,Exxon C J Kuri Incorpo Washington,Other,Expense
08/06/2025,WM SUPERC 5929 GEORGIA WASHINGTON DCUS05154 : Debit PIN Purchase,,-19.32,Citi Checking 5060,2025-08,Walmart,Groceries,Expense
08/06/2025,D8212 EXXON JEONG HO IM WASHINGTON DC 25 : Mobile Purchase Sign Based 08/04 03:33p #2969,,-28.2,Citi Checking 5060,2025-08,Exxon Jeong Ho Im Washington,Other,Expense
08/07/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 08/05 09:32a #2969,,-15,Citi Checking 5060,2025-08,Apple Cash (Sent),Transfers,Expense
08/07/2025,D8212 CHIPOTLE MEX GR ONLINE NEWPORT BEACH CA 25 : Mobile Purchase Sign Based 08/05 05:42p #2969,,-11.28,Citi Checking 5060,2025-08,Chipotle,Food & Dining,Expense
08/07/2025,D8212 5GUYS 0631 ECOMM WASHINGTON DC 25 : Mobile Purchase Sign Based 08/05 10:24p #2969,,-7.69,Citi Checking 5060,2025-08,5Guys 0631 Ecomm Washington,Other,Expense
08/07/2025,D8212 McDonalds 20863 WASHINGTON DC 25 : Mobile Purchase Sign Based 08/04 05:15p #2969,,-1.64,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/07/2025,D8212 WINGSTOP 2430 WASHINGTON DC 25 : Mobile Purchase Sign Based 08/05 10:16p #2969,,-24.2,Citi Checking 5060,2025-08,Wingstop 2430 Washington,Other,Expense
08/08/2025,INTEREST REF PURCHASES JUL 2025,JUL 2 025,0.12,Card ending 3928,2025-08,Interest Ref Purchases Jul 2025,Income,Income
08/08/2025,LATE CHARGE ADJUSTMENT,,40,Card ending 3928,2025-08,Late Charge Adjustment,Income,Income
08/08/2025,Ext Imm Pymt Transfer,,900,Card ending 3928,2025-08,NSF Fee,Bank Fees,Income
08/08/2025,D8212 APPLE.COM/BILL 866-712-7753 CA 25 : Mobile Purchase Sign Based 08/06 02:28a #2969,,-2.99,Citi Checking 5060,2025-08,Apple Subscriptions,Subscriptions,Expense
08/11/2025,BANK OF AMERICA Payment : ACH Electronic Debit,,-900,Citi Checking 5060,2025-08,Bank of America (Payment),Debt Payments,Expense
08/11/2025,SoFi Bank TRANSFER NAbebe : ACH Electronic Credit,,100,Citi Checking 5060,2025-08,NSF Fee,Bank Fees,Income
08/11/2025,AUTOZONE 5234 955 LONGWASHINGTON DCUS07155 : Debit PIN Purchase,,-47.83,Citi Checking 5060,2025-08,AutoZone,Auto & Gas,Expense
08/11/2025,MARATHON 78568 FALLS CHURCH VAUS00155 : Debit PIN Purchase,,-35.72,Citi Checking 5060,2025-08,Marathon,Other,Expense
08/11/2025,Zelle Credit PAY ID:BAClmmwj09za ORG ID:BAC NAME:AMSALE BELET,,100,Citi Checking 5060,2025-08,Zelle (Received),Income,Income
08/11/2025,D8212 DAVESHOTCHICKEN WASHINGTON DC 25 : Mobile Purchase Sign Based 08/07 01:37p #2969,,-13.11,Citi Checking 5060,2025-08,Dave's Hot Chicken,Food & Dining,Expense
08/11/2025,GREAT FALLS PARK MACLEAN VA 25220 : Debit Card Purchase 08/07 06:23p #2969,,-20,Citi Checking 5060,2025-08,Great Falls Park Maclean,Other,Expense
08/12/2025,AMAZON MARK* LQ9JR9ZH3 SEATTLE WA 25222 : Mobile Purchase Sign Based 08/09 02:05a #2969,,-17.34,Citi Checking 5060,2025-08,Amazon,Shopping,Expense
08/12/2025,EXXON C J KURI INCORPO WASHINGTON DC 25221 : Debit Card Purchase 08/08 05:19p #2969,,-1.89,Citi Checking 5060,2025-08,Exxon C J Kuri Incorpo Washington,Other,Expense
08/12/2025,MCDONALD'S F20863 WASHINGTON DC 25221 : Debit Card Purchase 08/08 05:25p #2969,,-2.96,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/12/2025,EXXON C J KURI INCORPO WASHINGTON DC 25221 : Debit Card Purchase 08/08 05:22p #2969,,-10.43,Citi Checking 5060,2025-08,Exxon C J Kuri Incorpo Washington,Other,Expense
08/12/2025,AMAZON MARK* U65ZH0Q13 SEATTLE WA 25221 : Mobile Purchase Sign Based 08/08 09:52p #2969,,-26.47,Citi Checking 5060,2025-08,Amazon,Shopping,Expense
08/12/2025,AMAZON MKTPL*VE8KJ6DG3 Amzn.com/bill WA 25222 : Mobile Purchase Sign Based 08/08 11:18p #2969,,-17.07,Citi Checking 5060,2025-08,Amazon,Shopping,Expense
08/13/2025,BA ELECTRONIC PAYMENT,,50,Card ending 3928,2025-08,Bank of America (Payment),Debt Payments,Income
08/13/2025,TD ZELLE RECEIVED 522500P0BMZX Zelle BIRHANU GEBIREMES,,750,TD Bank 4317,2025-08,Zelle (Received),Income,Income
08/13/2025,DIRECTPAY MINIMUM PAYMENTSEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,,41,Discover ending 3139,2025-08,Directpay Minimum Paymentsee Details Of Your Next Directpay Below,Income,Income
08/13/2025,TOBACCO COLONY ARLINGTON VA 25224 : Debit Card Purchase 08/10 10:56p #2969,,-58.3,Citi Checking 5060,2025-08,Tobacco Colony Arlington,Other,Expense
08/14/2025,Fanatics SptsBk ViaTrustly 6R2KZG : ACH Electronic Debit,,-10,Citi Checking 5060,2025-08,Fanatics Sportsbook,Gambling,Expense
08/14/2025,DISCOVER PAYMENTS : ACH Electronic Debit,,-41,Citi Checking 5060,2025-08,Discover (Payment),Debt Payments,Expense
08/14/2025,D8212 PANERA BREAD #601502 O 202-362-1514 DC 25 : Mobile Purchase Sign Based 08/12 03:26p #2969,,-19.57,Citi Checking 5060,2025-08,Panera Bread,Other,Expense
08/15/2025,CVS/PHARMACY #01364 WASHINGTON DC,WASHINGTON    DC,-2.79,Card ending 3928,2025-08,CVS Pharmacy,Groceries,Expense
08/15/2025,INTEREST CHARGED ON PURCHASES,,-18.29,Card ending 3928,2025-08,Interest Charge,Bank Fees,Expense
08/15/2025,PAYPAL *SPOTIFY*P39894C 888-221-1161 CA,,-12.71,Discover ending 3139,2025-08,Spotify,Subscriptions,Expense
08/15/2025,D8212 BP#9316944TAKOM WASHINGTON DCUS07 : Mobile Purchase PIN Based,,-6.48,Citi Checking 5060,2025-08,BP Gas,Auto & Gas,Expense
08/15/2025,D8212 McDonalds 20863 WASHINGTON DC 25 : Mobile Purchase Sign Based 08/12 03:13p #2969,,-5.38,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/15/2025,ONE KARE ENTERPR PAYROLL : ACH Electronic Credit,,993.61,Citi Checking 5060,2025-08,Payroll,Income,Income
08/16/2025,CVS/PHARMACY #02330 WASHINGTON DC,WASHINGTON    DC,-2.96,Card ending 3928,2025-08,CVS Pharmacy,Groceries,Expense
08/18/2025,INTEREST CHARGE ON PURCHASES,,-21,Discover ending 3139,2025-08,Interest Charge,Bank Fees,Expense
08/18/2025,MAYFAIT LIQUORS WASHINGTON DC,WASHINGTON    DC,-9.41,Card ending 3928,2025-08,Mayfait Liquors Washington,Other,Expense
08/18/2025,Fanatics SptsBk ViaTrustly : ACH Electronic Debit,,-10,Citi Checking 5060,2025-08,Fanatics Sportsbook,Gambling,Expense
08/18/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 08/14 01:55p #2969,,-10,Citi Checking 5060,2025-08,Apple Cash (Sent),Transfers,Expense
08/19/2025,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA 25228 : Mobile Purchase Sign Based 08/16 04:16a #2969,,-21.2,Citi Checking 5060,2025-08,Openai *Chatgpt Subscr San Francisco,Other,Expense
08/19/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 08/17 08:10p #2969,,-20,Citi Checking 5060,2025-08,Apple Cash (Sent),Transfers,Expense
08/19/2025,DAVESHOTCHICKEN DAVESHOTCHICKDC,DAVESHOTCHICK DC,-19.35,Card ending 3928,2025-08,Dave's Hot Chicken,Food & Dining,Expense
08/19/2025,McDonalds 695 WASHINGTON DC,WASHINGTON    DC,-1.64,Card ending 3928,2025-08,McDonald's,Food & Dining,Expense
08/19/2025,D8212 McDonalds 695 WASHINGTON DC 25 : Mobile Purchase Sign Based 08/16 06:52p #2969,,-16.38,Citi Checking 5060,2025-08,McDonald's,Food & Dining,Expense
08/19/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 08/17 08:45p #2969,,-10,Citi Checking 5060,2025-08,Apple Cash (Sent),Transfers,Expense
08/19/2025,INTERNET PAYMENT - THANK YOU,,400,Discover ending 3139,2025-08,Internet Payment - Thank You,Income,Income
08/19/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 08/15 08:15p #2969,,-10,Citi Checking 5060,2025-08,Apple Cash (Sent),Transfers,Expense
08/19/2025,BP#9316944TAKOM WASHINGTON DCUS00155 : Debit PIN Purchase,,-24.12,Citi Checking 5060,2025-08,BP Gas,Auto & Gas,Expense
08/20/2025,GEICO *AUTO 800-841-3000 DC 25231 : Debit Card Purchase 08/18 11:02a #2969,,-57.63,Citi Checking 5060,2025-08,GEICO,Bills & Utilities,Expense
08/21/2025,DISCOVER E-PAYMENT,,-400,TD Bank 4317,2025-08,Discover (Payment),Debt Payments,Expense
08/21/2025,FRONTIERW8W7PR DENVER CO 25232 : Debit Card Purchase 08/20 12:42a #2969,,-154.57,Citi Checking 5060,2025-08,Frontier Airlines,Travel,Expense
08/21/2025,D8212 CHIPOTLE MEX GR ONLINE NEWPORT BEACH CA 25 : Mobile Purchase Sign Based 08/19 09:31p #2969,,-19.31,Citi Checking 5060,2025-08,Chipotle,Food & Dining,Expense
08/22/2025,AMAZON MARK* C63Q44VI3 SEATTLE WA 25233 : Mobile Purchase Sign Based 08/20 04:05p #2969,,-20.71,Citi Checking 5060,2025-08,Amazon,Shopping,Expense
08/23/2025,THE JETTY GRASONVILLE MD,GRASONVILLE   MD,-21,Card ending 3928,2025-08,The Jetty Grasonville,Other,Expense
08/23/2025,THE JETTY GRASONVILLE MD,GRASONVILLE   MD,-14,Card ending 3928,2025-08,The Jetty Grasonville,Other,Expense
08/23/2025,THE JETTY GRASONVILLE MD,GRASONVILLE   MD,-7,Card ending 3928,2025-08,The Jetty Grasonville,Other,Expense
08/23/2025,IHOP #2137 GLEN BURNIE MD,GLEN BURNIE   MD,-46.65,Card ending 3928,2025-08,Ihop,Other,Expense
08/25/2025,AMAZON MARK* DI64J1O33 SEATTLE WA 25234 : Mobile Purchase Sign Based 08/21 05:44a #2969,,-35.56,Citi Checking 5060,2025-08,Amazon,Shopping,Expense
08/25/2025,TD ZELLE RECEIVED 523500H0M1UN Zelle BIRHANU GEBIREMES,,820,TD Bank 4317,2025-08,Zelle (Received),Income,Income
08/25/2025,CVS/PHARMACY #05674 WASHINGTON DC,WASHINGTON    DC,-5.17,Card ending 3928,2025-08,CVS Pharmacy,Groceries,Expense
08/25/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 08/21 08:28p #2969,,-15,Citi Checking 5060,2025-08,Apple Cash (Sent),Transfers,Expense
08/25/2025,FAMOUS FAMIGLIA MCO ORLANDO FL,ORLANDO       FL,-3.99,Card ending 3928,2025-08,Famous Famiglia Mco Orlando,Other,Expense
08/25/2025,WAL-MART #1926 OSWEGO NYUS05154 : Debit PIN Purchase,,-85.24,Citi Checking 5060,2025-08,Walmart,Groceries,Expense
08/25/2025,Fanatics SptsBk ViaTrustly 6TQSSS : ACH Electronic Debit,,-10,Citi Checking 5060,2025-08,Fanatics Sportsbook,Gambling,Expense
08/25/2025,CHICK FIL A/PETE'S COFFE STERLING VA,STERLING      VA,-18.98,Card ending 3928,2025-08,Chick-fil-A,Food & Dining,Expense
08/26/2025,DOMINOS 3425 315-343-7250 NY,315-343-7250  NY,-24.79,Card ending 3928,2025-08,Domino's,Food & Dining,Expense
08/26/2025,FIVE GUYS VA 2123 QSR STERLING VA 25237 : Debit Card Purchase 08/23 09:06p #2969,,-31.19,Citi Checking 5060,2025-08,Five Guys,Other,Expense
08/26/2025,D8212 SUBWAY 20568 OSWEGO NY 25 : Mobile Purchase Sign Based 08/24 04:34p #2969,,-19.85,Citi Checking 5060,2025-08,Subway,Food & Dining,Expense
08/26/2025,AMAZON MARK* 9H51E10Y3 SEATTLE WA 25236 : Mobile Purchase Sign Based 08/22 05:25p #2969,,-17.28,Citi Checking 5060,2025-08,Amazon,Shopping,Expense
08/26/2025,CHICK-FIL-A #03661 WASHINGTON DC 25236 : Debit Card Purchase 08/22 05:20p #2969,,-13.07,Citi Checking 5060,2025-08,Chick-fil-A,Food & Dining,Expense
08/26/2025,D6763 Peacock 28AAC Premium New York NY 25 : Mobile Purchase Sign Based 08/24 08:27a #2969,,-11.65,Citi Checking 5060,2025-08,D6763 Peacock 28Aac Premium New York,Other,Expense
08/26/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 08/22 12:33p #2969,,-10,Citi Checking 5060,2025-08,Apple Cash (Sent),Transfers,Expense
08/27/2025,Store Oswego NY,Oswego        NY,-10.79,Card ending 3928,2025-08,Store Oswego,Other,Expense
08/27/2025,D8212 SUNY OSWEGO AUXILIARY OSWEGO NY 25 : Mobile Purchase Sign Based 08/25 01:33p #2969,,-12.36,Citi Checking 5060,2025-08,SUNY Oswego Dining,Food & Dining,Expense
08/27/2025,Zelle Debit PAY ID:CTIznyjofn5W ORG ID:BAC NAME:AMSALE BELET,,-170,Citi Checking 5060,2025-08,Zelle (Sent),Transfers,Expense
08/28/2025,EXPERIAN* CREDIT REPORT 479-343-6237 CAEXPERIAN* CREDIT REPORT,,-26.49,Discover ending 3139,2025-08,Experian* Credit Report 479-343-6237 Caexperian* Credit Report,Other,Expense
08/28/2025,AMAZON MKTPL*VC7IV3JD3 Amzn.com/billWA,Amzn.com/bill WA,-431.99,Card ending 3928,2025-08,Amazon,Shopping,Expense
08/28/2025,TULLY'S GOOD TIMES OSWEGO NY 25239 : Debit Card Purchase 08/26 07:44p #2969,,-15.96,Citi Checking 5060,2025-08,Tully's,Food & Dining,Expense
08/28/2025,Fanatics SptsBk ViaTrustly 6VW7T9 : ACH Electronic Debit,,-50,Citi Checking 5060,2025-08,Fanatics Sportsbook,Gambling,Expense
08/29/2025,DD *DOORDASH POPEYESLO DOORDASH.COM CA,DOORDASH.COM  CA,-14.91,Card ending 3928,2025-08,Popeyes,Food & Dining,Expense
08/29/2025,ONE KARE ENTERPR PAYROLL : ACH Electronic Credit,,832.86,Citi Checking 5060,2025-08,Payroll,Income,Income
08/29/2025,POPEYES 13945 LADDI@LRHOLDINY,LADDI@LRHOLDI NY,-28.03,Card ending 3928,2025-08,Popeyes,Food & Dining,Expense
08/30/2025,PAYPAL *PEACOCKTVLL F28 888-221-1161 CA,,-3.17,Discover ending 3139,2025-08,Paypal *Peacocktvll F28 888-221-1161,Other,Expense
08/30/2025,POPEYES 13945 LADDI@LRHOLDINY,LADDI@LRHOLDI NY,-26.51,Card ending 3928,2025-08,Popeyes,Food & Dining,Expense
09/01/2025,DD *DOORDASH MCDONALDS 855-973-1040 CA,855-973-1040  CA,-20.48,Card ending 3928,2025-09,McDonald's,Food & Dining,Expense
09/02/2025,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA 25241 : Mobile Purchase Sign Based 08/28 08:29p #2969,,-21.2,Citi Checking 5060,2025-09,Openai *Chatgpt Subscr San Francisco,Other,Expense
09/02/2025,Fanatics SptsBk ViaTrustly 6XT618 : ACH Electronic Debit,,-10,Citi Checking 5060,2025-09,Fanatics Sportsbook,Gambling,Expense
09/02/2025,D8212 SUNY OSWEGO AUXILIARY OSWEGO NY 25 : Mobile Purchase Sign Based 08/28 07:53a #2969,,-5.39,Citi Checking 5060,2025-09,SUNY Oswego Dining,Food & Dining,Expense
09/02/2025,AMAZON PRIME*8D93L15K3 8882804331 WA 25241 : Mobile Purchase Sign Based 08/28 05:48p #2969,,-73.14,Citi Checking 5060,2025-09,Amazon Prime,Subscriptions,Expense
09/02/2025,Zelle Debit PAY ID:CTIhhrcDnplW ORG ID:JPM NAME:MIN MAW,,-400,Citi Checking 5060,2025-09,Zelle (Sent),Transfers,Expense
09/03/2025,WAYNE DRUG CO OSWEGO NY,OSWEGO        NY,-4.03,Card ending 3928,2025-09,Wayne Drug,Groceries,Expense
